row_id,dataset,prompt_id,index,model,score,cost,prompt_tokens,completion_tokens
GPQA_117|DeepSeek-R1-0528-Qwen3-8B,GPQA,GPQA_117,117,DeepSeek-R1-0528-Qwen3-8B,1,0.00080692,226,7274
GPQA_117|kimi-k2-0905,GPQA,GPQA_117,117,kimi-k2-0905,1,0.0009505,257,411
GPQA_117|Qwen3-8B,GPQA,GPQA_117,117,Qwen3-8B,1,0.001523463,231,10981
GPQA_117|NVIDIA-Nemotron-Nano-9B-v2,GPQA,GPQA_117,117,NVIDIA-Nemotron-Nano-9B-v2,1,0.0021186,225,13185
GPQA_117|gemini-2.5-flash,GPQA,GPQA_117,117,gemini-2.5-flash,1,0.0026395,215,1030
GPQA_117|qwen3-235b-a22b-thinking-2507,GPQA,GPQA_117,117,qwen3-235b-a22b-thinking-2507,1,0.0042084,244,3385
GPQA_117|gpt-5-chat,GPQA,GPQA_117,117,gpt-5-chat,1,0.004795,236,450
GPQA_117|claude-sonnet-4,GPQA,GPQA_117,117,claude-sonnet-4,1,0.007866,257,473
GPQA_117|deepseek-r1-0528,GPQA,GPQA_117,117,deepseek-r1-0528,1,0.008083,213,3710
GPQA_117|glm-4.6,GPQA,GPQA_117,117,glm-4.6,1,0.0110092,228,4942
GPQA_117|gpt-5,GPQA,GPQA_117,117,gpt-5,1,0.02551375,235,2522
GPQA_117|gemini-2.5-pro,GPQA,GPQA_117,117,gemini-2.5-pro,1,0.05194875,215,5168
GPQA_117|glm-4-9b-chat,GPQA,GPQA_117,117,glm-4-9b-chat,0,0,228,433
GPQA_117|internlm3-8b-instruct,GPQA,GPQA_117,117,internlm3-8b-instruct,0,0,236,616
GPQA_117|MiMo-7B-RL-0530,GPQA,GPQA_117,117,MiMo-7B-RL-0530,0,0,248,2048
GPQA_117|Llama-3.1-8B-Instruct,GPQA,GPQA_117,117,Llama-3.1-8B-Instruct,0,1.08E-05,258,345
GPQA_117|gemma-2-9b-it,GPQA,GPQA_117,117,gemma-2-9b-it,0,1.09E-05,218,181
GPQA_117|DeepSeek-R1-Distill-Qwen-7B,GPQA,GPQA_117,117,DeepSeek-R1-Distill-Qwen-7B,0,0.00326312,228,32540
GPQA_117|Intern-S1-mini,GPQA,GPQA_117,117,Intern-S1-mini,0,0.004491805,293,32475
GPQA_117|intern-s1,GPQA,GPQA_117,117,intern-s1,0,0.00827208,380,15192
GPQA_118|qwen3-235b-a22b-2507,GPQA,GPQA_118,118,qwen3-235b-a22b-2507,1,0.00024164,188,362
GPQA_118|deepseek-v3-0324,GPQA,GPQA_118,118,deepseek-v3-0324,1,0.00052653,149,556
GPQA_118|Intern-S1-mini,GPQA,GPQA_118,118,Intern-S1-mini,1,0.000626605,239,4480
GPQA_118|deepseek-v3.1-terminus,GPQA,GPQA_118,118,deepseek-v3.1-terminus,1,0.0006835,150,643
GPQA_118|DeepSeek-R1-0528-Qwen3-8B,GPQA,GPQA_118,118,DeepSeek-R1-0528-Qwen3-8B,1,0.00074557,172,6731
GPQA_118|kimi-k2-0905,GPQA,GPQA_118,118,kimi-k2-0905,1,0.0020165,197,959
GPQA_118|intern-s1,GPQA,GPQA_118,118,intern-s1,1,0.00240282,326,4341
GPQA_118|gemini-2.5-flash,GPQA,GPQA_118,118,gemini-2.5-flash,1,0.0037302,159,1473
GPQA_118|gpt-5-chat,GPQA,GPQA_118,118,gpt-5-chat,1,0.0064125,178,619
GPQA_118|qwen3-235b-a22b-thinking-2507,GPQA,GPQA_118,118,qwen3-235b-a22b-thinking-2507,1,0.0072912,190,5981
GPQA_118|claude-sonnet-4,GPQA,GPQA_118,118,claude-sonnet-4,1,0.008094,198,500
GPQA_118|deepseek-r1-0528,GPQA,GPQA_118,118,deepseek-r1-0528,1,0.01028915,149,4751
GPQA_118|glm-4.6,GPQA,GPQA_118,118,glm-4.6,1,0.0124958,172,5633
GPQA_118|gpt-5,GPQA,GPQA_118,118,gpt-5,1,0.02310125,177,2288
GPQA_118|gemini-2.5-pro,GPQA,GPQA_118,118,gemini-2.5-pro,1,0.05943875,159,5924
GPQA_118|cogito-v1-preview-llama-8B,GPQA,GPQA_118,118,cogito-v1-preview-llama-8B,0,0,179,289
GPQA_118|glm-4-9b-chat,GPQA,GPQA_118,118,glm-4-9b-chat,0,0,172,431
GPQA_118|GLM-Z1-9B-0414,GPQA,GPQA_118,118,GLM-Z1-9B-0414,0,0,176,5150
GPQA_118|granite-3.3-8b-instruct,GPQA,GPQA_118,118,granite-3.3-8b-instruct,0,0,250,235
GPQA_118|internlm3-8b-instruct,GPQA,GPQA_118,118,internlm3-8b-instruct,0,0,162,337
GPQA_118|MiMo-7B-RL-0530,GPQA,GPQA_118,118,MiMo-7B-RL-0530,0,0,194,2048
GPQA_118|MiniCPM4.1-8B,GPQA,GPQA_118,118,MiniCPM4.1-8B,0,0,185,11595
GPQA_118|OpenThinker3-7B,GPQA,GPQA_118,118,OpenThinker3-7B,0,0,198,8605
GPQA_118|Qwen2.5-Coder-7B-Instruct,GPQA,GPQA_118,118,Qwen2.5-Coder-7B-Instruct,0,0,198,526
GPQA_118|Llama-3.1-8B-Instruct,GPQA,GPQA_118,118,Llama-3.1-8B-Instruct,0,8.70E-06,204,282
GPQA_118|gemma-2-9b-it,GPQA,GPQA_118,118,gemma-2-9b-it,0,1.08E-05,162,211
GPQA_118|Llama-3.1-8B-UltraMedical,GPQA,GPQA_118,118,Llama-3.1-8B-UltraMedical,0,1.55E-05,179,639
GPQA_118|DeepHermes-3-Llama-3-8B-Preview,GPQA,GPQA_118,118,DeepHermes-3-Llama-3-8B-Preview,0,3.07E-05,179,230
GPQA_118|Fin-R1,GPQA,GPQA_118,118,Fin-R1,0,0.00011822,198,1103
GPQA_118|Llama-3.1-Nemotron-Nano-8B-v1,GPQA,GPQA_118,118,Llama-3.1-Nemotron-Nano-8B-v1,0,0.00016292,184,8008
GPQA_118|DeepSeek-R1-Distill-Qwen-7B,GPQA,GPQA_118,118,DeepSeek-R1-Distill-Qwen-7B,0,0.00079666,174,7897
GPQA_118|Qwen3-8B,GPQA,GPQA_118,118,Qwen3-8B,0,0.001434633,177,10351
GPQA_118|NVIDIA-Nemotron-Nano-9B-v2,GPQA,GPQA_118,118,NVIDIA-Nemotron-Nano-9B-v2,0,0.00144896,164,9015
GPQA_132|granite-3.3-8b-instruct,GPQA,GPQA_132,132,granite-3.3-8b-instruct,1,0,425,717
GPQA_132|Qwen2.5-Coder-7B-Instruct,GPQA,GPQA_132,132,Qwen2.5-Coder-7B-Instruct,1,0,357,509
GPQA_132|gemma-2-9b-it,GPQA,GPQA_132,132,gemma-2-9b-it,1,1.85E-05,304,345
GPQA_132|Llama-3.1-8B-Instruct,GPQA,GPQA_132,132,Llama-3.1-8B-Instruct,1,1.86E-05,361,660
GPQA_132|DeepSeek-R1-0528-Qwen3-8B,GPQA,GPQA_132,132,DeepSeek-R1-0528-Qwen3-8B,1,0.00131541,331,11868
GPQA_132|gemini-2.5-flash,GPQA,GPQA_132,132,gemini-2.5-flash,1,0.0073653,301,2910
GPQA_132|glm-4.6,GPQA,GPQA_132,132,glm-4.6,1,0.0115896,319,5181
GPQA_132|deepseek-r1-0528,GPQA,GPQA_132,132,deepseek-r1-0528,1,0.015702,315,7230
GPQA_132|gpt-5,GPQA,GPQA_132,132,gpt-5,1,0.10157125,329,10116
GPQA_132|cogito-v1-preview-llama-8B,GPQA,GPQA_132,132,cogito-v1-preview-llama-8B,0,0,336,322
GPQA_132|glm-4-9b-chat,GPQA,GPQA_132,132,glm-4-9b-chat,0,0,319,552
GPQA_132|GLM-Z1-9B-0414,GPQA,GPQA_132,132,GLM-Z1-9B-0414,0,0,323,8833
GPQA_132|internlm3-8b-instruct,GPQA,GPQA_132,132,internlm3-8b-instruct,0,0,300,1170
GPQA_132|MiMo-7B-RL-0530,GPQA,GPQA_132,132,MiMo-7B-RL-0530,0,0,353,2048
GPQA_132|MiniCPM4.1-8B,GPQA,GPQA_132,132,MiniCPM4.1-8B,0,0,332,32436
GPQA_132|OpenThinker3-7B,GPQA,GPQA_132,132,OpenThinker3-7B,0,0,357,14108
GPQA_132|Llama-3.1-8B-UltraMedical,GPQA,GPQA_132,132,Llama-3.1-8B-UltraMedical,0,1.88E-05,336,687
GPQA_132|DeepHermes-3-Llama-3-8B-Preview,GPQA,GPQA_132,132,DeepHermes-3-Llama-3-8B-Preview,0,5.30E-05,336,390
GPQA_132|Llama-3.1-Nemotron-Nano-8B-v1,GPQA,GPQA_132,132,Llama-3.1-Nemotron-Nano-8B-v1,0,0.000162135,341,7851
GPQA_132|Fin-R1,GPQA,GPQA_132,132,Fin-R1,0,0.00026278,357,2485
GPQA_132|qwen3-235b-a22b-2507,GPQA,GPQA_132,132,qwen3-235b-a22b-2507,0,0.00040391,347,598
GPQA_132|deepseek-v3-0324,GPQA,GPQA_132,132,deepseek-v3-0324,0,0.00109251,315,1152
GPQA_132|kimi-k2-0905,GPQA,GPQA_132,132,kimi-k2-0905,0,0.001575,354,699
GPQA_132|Intern-S1-mini,GPQA,GPQA_132,132,Intern-S1-mini,0,0.001679038,398,12066
GPQA_132|Qwen3-8B,GPQA,GPQA_132,132,Qwen3-8B,0,0.001874208,336,13496
GPQA_132|deepseek-v3.1-terminus,GPQA,GPQA_132,132,deepseek-v3.1-terminus,0,0.00319532,316,3110
GPQA_132|NVIDIA-Nemotron-Nano-9B-v2,GPQA,GPQA_132,132,NVIDIA-Nemotron-Nano-9B-v2,0,0.00320152,330,19927
GPQA_132|DeepSeek-R1-Distill-Qwen-7B,GPQA,GPQA_132,132,DeepSeek-R1-Distill-Qwen-7B,0,0.00325682,333,32435
GPQA_132|intern-s1,GPQA,GPQA_132,132,intern-s1,0,0.0083844,485,15365
GPQA_132|gpt-5-chat,GPQA,GPQA_132,132,gpt-5-chat,0,0.0119325,330,1152
GPQA_132|claude-sonnet-4,GPQA,GPQA_132,132,claude-sonnet-4,0,0.012357,369,750
GPQA_132|qwen3-235b-a22b-thinking-2507,GPQA,GPQA_132,132,qwen3-235b-a22b-thinking-2507,0,0.0250134,349,20670
GPQA_132|gemini-2.5-pro,GPQA,GPQA_132,132,gemini-2.5-pro,0,0.07554625,301,7517
GPQA_133|GLM-Z1-9B-0414,GPQA,GPQA_133,133,GLM-Z1-9B-0414,1,0,232,4698
GPQA_133|granite-3.3-8b-instruct,GPQA,GPQA_133,133,granite-3.3-8b-instruct,1,0,329,1443
GPQA_133|MiniCPM4.1-8B,GPQA,GPQA_133,133,MiniCPM4.1-8B,1,0,276,17013
GPQA_133|Llama-3.1-8B-Instruct,GPQA,GPQA_133,133,Llama-3.1-8B-Instruct,1,3.10E-05,258,1355
GPQA_133|Llama-3.1-8B-UltraMedical,GPQA,GPQA_133,133,Llama-3.1-8B-UltraMedical,1,7.49E-05,233,3570
GPQA_133|Llama-3.1-Nemotron-Nano-8B-v1,GPQA,GPQA_133,133,Llama-3.1-Nemotron-Nano-8B-v1,1,0.00012235,238,5939
GPQA_133|qwen3-235b-a22b-2507,GPQA,GPQA_133,133,qwen3-235b-a22b-2507,1,0.00037851,267,573
GPQA_133|Intern-S1-mini,GPQA,GPQA_133,133,Intern-S1-mini,1,0.000516175,317,3660
GPQA_133|DeepSeek-R1-0528-Qwen3-8B,GPQA,GPQA_133,133,DeepSeek-R1-0528-Qwen3-8B,1,0.00069929,250,6289
GPQA_133|deepseek-v3-0324,GPQA,GPQA_133,133,deepseek-v3-0324,1,0.00108711,223,1172
GPQA_133|Qwen3-8B,GPQA,GPQA_133,133,Qwen3-8B,1,0.001088223,255,7821
GPQA_133|deepseek-v3.1-terminus,GPQA,GPQA_133,133,deepseek-v3.1-terminus,1,0.00165248,224,1592
GPQA_133|intern-s1,GPQA,GPQA_133,133,intern-s1,1,0.00248706,404,4471
GPQA_133|kimi-k2-0905,GPQA,GPQA_133,133,kimi-k2-0905,1,0.00258,252,1227
GPQA_133|qwen3-235b-a22b-thinking-2507,GPQA,GPQA_133,133,qwen3-235b-a22b-thinking-2507,1,0.0055242,269,4469
GPQA_133|glm-4.6,GPQA,GPQA_133,133,glm-4.6,1,0.0079336,228,3544
GPQA_133|gemini-2.5-flash,GPQA,GPQA_133,133,gemini-2.5-flash,1,0.0104759,253,4160
GPQA_133|deepseek-r1-0528,GPQA,GPQA_133,133,deepseek-r1-0528,1,0.01140545,223,5253
GPQA_133|gpt-5-chat,GPQA,GPQA_133,133,gpt-5-chat,1,0.0131675,238,1287
GPQA_133|claude-sonnet-4,GPQA,GPQA_133,133,claude-sonnet-4,1,0.013782,274,864
GPQA_133|gpt-5,GPQA,GPQA_133,133,gpt-5,1,0.03129625,237,3100
GPQA_133|gemini-2.5-pro,GPQA,GPQA_133,133,gemini-2.5-pro,1,0.05017625,253,4986
GPQA_133|cogito-v1-preview-llama-8B,GPQA,GPQA_133,133,cogito-v1-preview-llama-8B,0,0,233,461
GPQA_133|glm-4-9b-chat,GPQA,GPQA_133,133,glm-4-9b-chat,0,0,228,665
GPQA_133|internlm3-8b-instruct,GPQA,GPQA_133,133,internlm3-8b-instruct,0,0,264,1221
GPQA_133|MiMo-7B-RL-0530,GPQA,GPQA_133,133,MiMo-7B-RL-0530,0,0,272,2048
GPQA_133|OpenThinker3-7B,GPQA,GPQA_133,133,OpenThinker3-7B,0,0,276,19670
GPQA_133|Qwen2.5-Coder-7B-Instruct,GPQA,GPQA_133,133,Qwen2.5-Coder-7B-Instruct,0,0,276,1732
GPQA_133|gemma-2-9b-it,GPQA,GPQA_133,133,gemma-2-9b-it,0,2.08E-05,255,435
GPQA_133|DeepHermes-3-Llama-3-8B-Preview,GPQA,GPQA_133,133,DeepHermes-3-Llama-3-8B-Preview,0,4.95E-05,233,386
GPQA_133|Fin-R1,GPQA,GPQA_133,133,Fin-R1,0,0.00043704,276,4260
GPQA_133|DeepSeek-R1-Distill-Qwen-7B,GPQA,GPQA_133,133,DeepSeek-R1-Distill-Qwen-7B,0,0.00326168,252,32516
GPQA_133|NVIDIA-Nemotron-Nano-9B-v2,GPQA,GPQA_133,133,NVIDIA-Nemotron-Nano-9B-v2,0,0.00521132,263,32505
GPQA_143|Llama-3.1-8B-Instruct,GPQA,GPQA_143,143,Llama-3.1-8B-Instruct,1,2.11E-05,437,727
GPQA_143|gpt-5,GPQA,GPQA_143,143,gpt-5,1,0.07878125,401,7828
GPQA_143|gemini-2.5-pro,GPQA,GPQA_143,143,gemini-2.5-pro,1,0.10404125,385,10356
GPQA_143|cogito-v1-preview-llama-8B,GPQA,GPQA_143,143,cogito-v1-preview-llama-8B,0,0,412,261
GPQA_143|glm-4-9b-chat,GPQA,GPQA_143,143,glm-4-9b-chat,0,0,405,728
GPQA_143|GLM-Z1-9B-0414,GPQA,GPQA_143,143,GLM-Z1-9B-0414,0,0,409,8372
GPQA_143|granite-3.3-8b-instruct,GPQA,GPQA_143,143,granite-3.3-8b-instruct,0,0,500,783
GPQA_143|internlm3-8b-instruct,GPQA,GPQA_143,143,internlm3-8b-instruct,0,0,381,713
GPQA_143|MiMo-7B-RL-0530,GPQA,GPQA_143,143,MiMo-7B-RL-0530,0,0,427,2048
GPQA_143|MiniCPM4.1-8B,GPQA,GPQA_143,143,MiniCPM4.1-8B,0,0,438,29958
GPQA_143|OpenThinker3-7B,GPQA,GPQA_143,143,OpenThinker3-7B,0,0,431,9839
GPQA_143|Qwen2.5-Coder-7B-Instruct,GPQA,GPQA_143,143,Qwen2.5-Coder-7B-Instruct,0,0,431,622
GPQA_143|Llama-3.1-Nemotron-Nano-8B-v1,GPQA,GPQA_143,143,Llama-3.1-Nemotron-Nano-8B-v1,0,6.33E-06,417,4
GPQA_143|Llama-3.1-8B-UltraMedical,GPQA,GPQA_143,143,Llama-3.1-8B-UltraMedical,0,1.78E-05,412,579
GPQA_143|gemma-2-9b-it,GPQA,GPQA_143,143,gemma-2-9b-it,0,2.12E-05,388,374
GPQA_143|DeepHermes-3-Llama-3-8B-Preview,GPQA,GPQA_143,143,DeepHermes-3-Llama-3-8B-Preview,0,5.43E-05,412,381
GPQA_143|qwen3-235b-a22b-2507,GPQA,GPQA_143,143,qwen3-235b-a22b-2507,0,0.00031213,421,429
GPQA_143|NVIDIA-Nemotron-Nano-9B-v2,GPQA,GPQA_143,143,NVIDIA-Nemotron-Nano-9B-v2,0,0.00060376,382,3678
GPQA_143|deepseek-v3-0324,GPQA,GPQA_143,143,deepseek-v3-0324,0,0.00069076,380,677
GPQA_143|Fin-R1,GPQA,GPQA_143,143,Fin-R1,0,0.00079334,431,7761
GPQA_143|Qwen3-8B,GPQA,GPQA_143,143,Qwen3-8B,0,0.001270426,410,9102
GPQA_143|Intern-S1-mini,GPQA,GPQA_143,143,Intern-S1-mini,0,0.001280048,472,9156
GPQA_143|DeepSeek-R1-Distill-Qwen-7B,GPQA,GPQA_143,143,DeepSeek-R1-Distill-Qwen-7B,0,0.00166368,407,16474
GPQA_143|DeepSeek-R1-0528-Qwen3-8B,GPQA,GPQA_143,143,DeepSeek-R1-0528-Qwen3-8B,0,0.00168613,405,15218
GPQA_143|deepseek-v3.1-terminus,GPQA,GPQA_143,143,deepseek-v3.1-terminus,0,0.00236287,381,2260
GPQA_143|intern-s1,GPQA,GPQA_143,143,intern-s1,0,0.00695052,559,12685
GPQA_143|gpt-5-chat,GPQA,GPQA_143,143,gpt-5-chat,0,0.0069725,402,647
GPQA_143|claude-sonnet-4,GPQA,GPQA_143,143,claude-sonnet-4,0,0.010527,454,611
GPQA_143|kimi-k2-0905,GPQA,GPQA_143,143,kimi-k2-0905,0,0.0113395,431,5562
GPQA_143|glm-4.6,GPQA,GPQA_143,143,glm-4.6,0,0.0184106,405,8258
GPQA_143|qwen3-235b-a22b-thinking-2507,GPQA,GPQA_143,143,qwen3-235b-a22b-thinking-2507,0,0.0248634,423,20508
GPQA_143|deepseek-r1-0528,GPQA,GPQA_143,143,deepseek-r1-0528,0,0.0330635,380,15290
GPQA_143|gemini-2.5-flash,GPQA,GPQA_143,143,gemini-2.5-flash,0,0.036863,385,14699
GPQA_144|GLM-Z1-9B-0414,GPQA,GPQA_144,144,GLM-Z1-9B-0414,1,0,167,3778
GPQA_144|granite-3.3-8b-instruct,GPQA,GPQA_144,144,granite-3.3-8b-instruct,1,0,245,739
GPQA_144|Llama-3.1-Nemotron-Nano-8B-v1,GPQA,GPQA_144,144,Llama-3.1-Nemotron-Nano-8B-v1,1,0.000127295,169,6238
GPQA_144|deepseek-v3.1-terminus,GPQA,GPQA_144,144,deepseek-v3.1-terminus,1,0.00078766,158,745
GPQA_144|Qwen3-8B,GPQA,GPQA_144,144,Qwen3-8B,1,0.001139142,180,8209
GPQA_144|Intern-S1-mini,GPQA,GPQA_144,144,Intern-S1-mini,1,0.001320574,242,9508
GPQA_144|DeepSeek-R1-0528-Qwen3-8B,GPQA,GPQA_144,144,DeepSeek-R1-0528-Qwen3-8B,1,0.00147639,175,13374
GPQA_144|kimi-k2-0905,GPQA,GPQA_144,144,kimi-k2-0905,1,0.002422,184,1165
GPQA_144|intern-s1,GPQA,GPQA_144,144,intern-s1,1,0.00342396,329,6231
GPQA_144|glm-4.6,GPQA,GPQA_144,144,glm-4.6,1,0.0060312,163,2697
GPQA_144|gpt-5-chat,GPQA,GPQA_144,144,gpt-5-chat,1,0.007655,172,744
GPQA_144|claude-sonnet-4,GPQA,GPQA_144,144,claude-sonnet-4,1,0.009918,196,622
GPQA_144|qwen3-235b-a22b-thinking-2507,GPQA,GPQA_144,144,qwen3-235b-a22b-thinking-2507,1,0.0105186,193,8669
GPQA_144|gpt-5,GPQA,GPQA_144,144,gpt-5,1,0.01731375,171,1710
GPQA_144|deepseek-r1-0528,GPQA,GPQA_144,144,deepseek-r1-0528,1,0.02107325,157,9765
GPQA_144|gemini-2.5-pro,GPQA,GPQA_144,144,gemini-2.5-pro,1,0.09624875,175,9603
GPQA_144|cogito-v1-preview-llama-8B,GPQA,GPQA_144,144,cogito-v1-preview-llama-8B,0,0,164,224
GPQA_144|glm-4-9b-chat,GPQA,GPQA_144,144,glm-4-9b-chat,0,0,163,951
GPQA_144|internlm3-8b-instruct,GPQA,GPQA_144,144,internlm3-8b-instruct,0,0,187,784
GPQA_144|MiMo-7B-RL-0530,GPQA,GPQA_144,144,MiMo-7B-RL-0530,0,0,197,2048
GPQA_144|MiniCPM4.1-8B,GPQA,GPQA_144,144,MiniCPM4.1-8B,0,0,197,29364
GPQA_144|OpenThinker3-7B,GPQA,GPQA_144,144,OpenThinker3-7B,0,0,201,14048
GPQA_144|Qwen2.5-Coder-7B-Instruct,GPQA,GPQA_144,144,Qwen2.5-Coder-7B-Instruct,0,0,201,546
GPQA_144|gemma-2-9b-it,GPQA,GPQA_144,144,gemma-2-9b-it,0,1.44E-05,178,300
GPQA_144|DeepHermes-3-Llama-3-8B-Preview,GPQA,GPQA_144,144,DeepHermes-3-Llama-3-8B-Preview,0,3.15E-05,164,242
GPQA_144|Llama-3.1-8B-Instruct,GPQA,GPQA_144,144,Llama-3.1-8B-Instruct,0,0.000162895,189,8003
GPQA_144|Llama-3.1-8B-UltraMedical,GPQA,GPQA_144,144,Llama-3.1-8B-UltraMedical,0,0.00016302,164,8028
GPQA_144|qwen3-235b-a22b-2507,GPQA,GPQA_144,144,qwen3-235b-a22b-2507,0,0.00028103,191,427
GPQA_144|Fin-R1,GPQA,GPQA_144,144,Fin-R1,0,0.00080714,201,7991
GPQA_144|deepseek-v3-0324,GPQA,GPQA_144,144,deepseek-v3-0324,0,0.00157485,157,1745
GPQA_144|DeepSeek-R1-Distill-Qwen-7B,GPQA,GPQA_144,144,DeepSeek-R1-Distill-Qwen-7B,0,0.00326618,177,32591
GPQA_144|NVIDIA-Nemotron-Nano-9B-v2,GPQA,GPQA_144,144,NVIDIA-Nemotron-Nano-9B-v2,0,0.00522032,188,32580
GPQA_144|gemini-2.5-flash,GPQA,GPQA_144,144,gemini-2.5-flash,0,0.00792,175,3147
GPQA_153|internlm3-8b-instruct,GPQA,GPQA_153,153,internlm3-8b-instruct,1,0,508,832
GPQA_153|OpenThinker3-7B,GPQA,GPQA_153,153,OpenThinker3-7B,1,0,562,11762
GPQA_153|gemma-2-9b-it,GPQA,GPQA_153,153,gemma-2-9b-it,1,2.20E-05,497,335
GPQA_153|qwen3-235b-a22b-2507,GPQA,GPQA_153,153,qwen3-235b-a22b-2507,1,0.00036756,552,493
GPQA_153|deepseek-v3-0324,GPQA,GPQA_153,153,deepseek-v3-0324,1,0.00084875,491,825
GPQA_153|deepseek-v3.1-terminus,GPQA,GPQA_153,153,deepseek-v3.1-terminus,1,0.00086484,492,732
GPQA_153|Qwen3-8B,GPQA,GPQA_153,153,Qwen3-8B,1,0.001703087,541,12204
GPQA_153|DeepSeek-R1-0528-Qwen3-8B,GPQA,GPQA_153,153,DeepSeek-R1-0528-Qwen3-8B,1,0.00214084,536,19316
GPQA_153|kimi-k2-0905,GPQA,GPQA_153,153,kimi-k2-0905,1,0.0025705,561,1145
GPQA_153|gemini-2.5-flash,GPQA,GPQA_153,153,gemini-2.5-flash,1,0.0041582,494,1604
GPQA_153|gpt-5-chat,GPQA,GPQA_153,153,gpt-5-chat,1,0.009075,532,841
GPQA_153|qwen3-235b-a22b-thinking-2507,GPQA,GPQA_153,153,qwen3-235b-a22b-thinking-2507,1,0.018504,554,15143
GPQA_153|deepseek-r1-0528,GPQA,GPQA_153,153,deepseek-r1-0528,1,0.02696785,491,12429
GPQA_153|glm-4.6,GPQA,GPQA_153,153,glm-4.6,1,0.0313138,530,14089
GPQA_153|gpt-5,GPQA,GPQA_153,153,gpt-5,1,0.05353375,531,5287
GPQA_153|gemini-2.5-pro,GPQA,GPQA_153,153,gemini-2.5-pro,1,0.0766575,494,7604
GPQA_153|cogito-v1-preview-llama-8B,GPQA,GPQA_153,153,cogito-v1-preview-llama-8B,0,0,543,308
GPQA_153|glm-4-9b-chat,GPQA,GPQA_153,153,glm-4-9b-chat,0,0,530,779
GPQA_153|GLM-Z1-9B-0414,GPQA,GPQA_153,153,GLM-Z1-9B-0414,0,0,534,8512
GPQA_153|granite-3.3-8b-instruct,GPQA,GPQA_153,153,granite-3.3-8b-instruct,0,0,645,735
GPQA_153|MiMo-7B-RL-0530,GPQA,GPQA_153,153,MiMo-7B-RL-0530,0,0,558,2048
GPQA_153|MiniCPM4.1-8B,GPQA,GPQA_153,153,MiniCPM4.1-8B,0,0,589,32179
GPQA_153|Qwen2.5-Coder-7B-Instruct,GPQA,GPQA_153,153,Qwen2.5-Coder-7B-Instruct,0,0,562,671
GPQA_153|Llama-3.1-Nemotron-Nano-8B-v1,GPQA,GPQA_153,153,Llama-3.1-Nemotron-Nano-8B-v1,0,8.30E-06,548,4
GPQA_153|Llama-3.1-8B-Instruct,GPQA,GPQA_153,153,Llama-3.1-8B-Instruct,0,1.72E-05,568,434
GPQA_153|Llama-3.1-8B-UltraMedical,GPQA,GPQA_153,153,Llama-3.1-8B-UltraMedical,0,2.48E-05,543,835
GPQA_153|DeepHermes-3-Llama-3-8B-Preview,GPQA,GPQA_153,153,DeepHermes-3-Llama-3-8B-Preview,0,4.53E-05,543,264
GPQA_153|Fin-R1,GPQA,GPQA_153,153,Fin-R1,0,0.00029828,562,2758
GPQA_153|NVIDIA-Nemotron-Nano-9B-v2,GPQA,GPQA_153,153,NVIDIA-Nemotron-Nano-9B-v2,0,0.00069772,499,4236
GPQA_153|Intern-S1-mini,GPQA,GPQA_153,153,Intern-S1-mini,0,0.001592511,603,11387
GPQA_153|DeepSeek-R1-Distill-Qwen-7B,GPQA,GPQA_153,153,DeepSeek-R1-Distill-Qwen-7B,0,0.00203502,538,20135
GPQA_153|intern-s1,GPQA,GPQA_153,153,intern-s1,0,0.00855198,690,15607
GPQA_153|claude-sonnet-4,GPQA,GPQA_153,153,claude-sonnet-4,0,0.012291,587,702
GPQA_154|GLM-Z1-9B-0414,GPQA,GPQA_154,154,GLM-Z1-9B-0414,1,0,238,10754
GPQA_154|MiniCPM4.1-8B,GPQA,GPQA_154,154,MiniCPM4.1-8B,1,0,271,18808
GPQA_154|Llama-3.1-Nemotron-Nano-8B-v1,GPQA,GPQA_154,154,Llama-3.1-Nemotron-Nano-8B-v1,1,0.000137195,245,6676
GPQA_154|qwen3-235b-a22b-2507,GPQA,GPQA_154,154,qwen3-235b-a22b-2507,1,0.00031671,267,470
GPQA_154|Fin-R1,GPQA,GPQA_154,154,Fin-R1,1,0.00043478,277,4237
GPQA_154|DeepSeek-R1-0528-Qwen3-8B,GPQA,GPQA_154,154,DeepSeek-R1-0528-Qwen3-8B,1,0.00058954,251,5291
GPQA_154|deepseek-v3.1-terminus,GPQA,GPQA_154,154,deepseek-v3.1-terminus,1,0.00061621,223,556
GPQA_154|deepseek-v3-0324,GPQA,GPQA_154,154,deepseek-v3-0324,1,0.00064598,222,671
GPQA_154|NVIDIA-Nemotron-Nano-9B-v2,GPQA,GPQA_154,154,NVIDIA-Nemotron-Nano-9B-v2,1,0.00070532,249,4346
GPQA_154|Intern-S1-mini,GPQA,GPQA_154,154,Intern-S1-mini,1,0.0008964,318,6415
GPQA_154|kimi-k2-0905,GPQA,GPQA_154,154,kimi-k2-0905,1,0.00263,260,1250
GPQA_154|gemini-2.5-flash,GPQA,GPQA_154,154,gemini-2.5-flash,1,0.0040413,246,1587
GPQA_154|intern-s1,GPQA,GPQA_154,154,intern-s1,1,0.00452952,405,8253
GPQA_154|glm-4.6,GPQA,GPQA_154,154,glm-4.6,1,0.0048704,234,2150
GPQA_154|qwen3-235b-a22b-thinking-2507,GPQA,GPQA_154,154,qwen3-235b-a22b-thinking-2507,1,0.0056262,269,4554
GPQA_154|gpt-5-chat,GPQA,GPQA_154,154,gpt-5-chat,1,0.00759375,243,729
